"","HAUL_ID","EST_NUM_PERM3","log10_EST_NUM_PERM3","BOTTOM_DEPTH","CRUISE","DAY","GEAR_NAME","GMT_DATE_TIME_TXT","HAUL_PERFORMANCE","LAT","LON","MAX_GEAR_DEPTH","MESH","MONTH","STATION_NAME","VOLUME_FILTERED","YEAR","TAXA"
"984","1DY12 64 2 20BON 1",31.3276,1.50957346379974,77,"1DY12",8,"20BON","2012-05-08 09:06","GOOD",56.66217,-163.8588,67,153,5,"64",13.40674,2012,"Calanus glacialis"
"985","1DY12 66 3 20BON 1",65.4468,1.82247407066918,73,"1DY12",8,"20BON","2012-05-08 13:22","GOOD",56.86067,-164.0747,60,153,5,"66",13.44604,2012,"Calanus glacialis"
"986","1DY12 67 2 20BON 1",44.62,1.65915528094063,74,"1DY12",8,"20BON","2012-05-08 23:36","GOOD",56.76717,-164.3328,65,153,5,"67",15.73287,2012,"Calanus glacialis"
"987","1DY12 68 2 20BON 1",141.311,2.15323847039115,69,"1DY12",9,"20BON","2012-05-09 01:59","GOOD",57.022,-164.2222,66,153,5,"68",11.1244,2012,"Calanus glacialis"
"988","1HE07 10 1 60BON 1",0.3742,0.13804994420489,73,"1HE07",12,"60BON","2007-04-12 20:47","GOOD",56.83383,-164.31,72,333,4,"10",112.23566,2007,"Calanus glacialis"
"989","1HE07 115 2 60BON 1",56.7269,1.76137823601859,70,"1HE07",26,"60BON","2007-04-26 04:49","GOOD",58.13,-168.97,70,333,4,"115",128.05214,2007,"Calanus glacialis"
"990","1HE07 12 2 60BON 1",0.3931,0.143982292223977,72,"1HE07",13,"60BON","2007-04-13 01:25","GOOD",56.9045,-164.84567,68,333,4,"12",117.01743,2007,"Calanus glacialis"
"991","1HE07 135 3 60BON 2",0.0306,0.0130901381250559,78,"1HE07",29,"60BON","2007-04-29 17:50","GOOD",58.45717,-170.72034,70,333,4,"135",130.54271,2007,"Calanus glacialis"
"992","1HE07 138 2 60BON 1",2.2385,0.510343901389912,70,"1HE07",29,"60BON","2007-04-29 22:58","GOOD",58.95233,-170.41766,68,333,4,"138",87.11174,2007,"Calanus glacialis"
"993","1HE07 14 2 60BON 1",0.692,0.228400358703005,72,"1HE07",13,"60BON","2007-04-13 04:41","GOOD",56.99533,-165.38733,69,333,4,"14",86.69681,2007,"Calanus glacialis"
"994","1HE07 16 2 60BON 1",0.7718,0.248414697348722,70,"1HE07",13,"60BON","2007-04-13 08:07","GOOD",57.26217,-165.763,64,333,4,"16",77.74406,2007,"Calanus glacialis"
"995","1HE07 18 2 60BON 1",0.9065,0.280236809609689,70,"1HE07",13,"60BON","2007-04-13 11:21","GOOD",57.3325,-166.34,65,333,4,"18",110.31102,2007,"Calanus glacialis"
"996","1HE07 198 2 V60BON 2",4.9996,0.778122296453042,72,"1HE07",9,"V60BON","2007-05-09 01:29","GOOD",58.94567,-170.34616,70,333,5,"198",19.60137,2007,"Calanus glacialis"
"997","1HE07 20 2 60BON 1",0.9147,0.282100737285848,70,"1HE07",13,"60BON","2007-04-13 14:43","GOOD",57.421,-166.80983,65,333,4,"20",92.92748,2007,"Calanus glacialis"
"998","1HE07 201 2 60BON 1",18.9309,1.299526910151,99,"1HE07",9,"60BON","2007-05-09 14:33","GOOD",57.40717,-171.31934,89,333,5,"201",94.35807,2007,"Calanus glacialis"
"999","1HE07 204 2 60BON 1",1.2653,0.355125724987688,72,"1HE07",10,"60BON","2007-05-10 00:02","GOOD",57.82833,-168.85217,70,333,5,"204",108.27583,2007,"Calanus glacialis"
"1000","1HE07 207 2 60BON 1",0.7837,0.251321812315588,70,"1HE07",10,"60BON","2007-05-10 10:24","GOOD",57.3285,-166.31567,66,333,5,"207",102.0789,2007,"Calanus glacialis"
"1001","1HE07 211 2 60BON 1",0.9259,0.28463373316459,76,"1HE07",10,"60BON","2007-05-10 22:20","GOOD",56.70933,-164.51083,71,333,5,"211",96.11862,2007,"Calanus glacialis"
"1002","1HE07 22 2 60BON 1",1.3791,0.376412696991217,71,"1HE07",13,"60BON","2007-04-13 18:45","GOOD",57.49683,-167.35451,67,333,4,"22",111.6655,2007,"Calanus glacialis"
"1003","1HE07 26 2 60BON 1",2.777,0.577146984827525,71,"1HE07",14,"60BON","2007-04-14 02:19","GOOD",57.526,-168.618,68,333,4,"26",115.95058,2007,"Calanus glacialis"
"1004","1HE07 28 2 60BON 1",1.3384,0.36891880234938,71,"1HE07",14,"60BON","2007-04-14 05:36","GOOD",57.797,-168.86684,68,333,4,"28",84.43328,2007,"Calanus glacialis"
"1005","1HE07 29 4 60BON 1",2.3734,0.528067840594207,71,"1HE07",14,"60BON","2007-04-14 08:33","GOOD",57.85567,-168.931,68,333,4,"29",141.98175,2007,"Calanus glacialis"
"1006","1HE07 31 2 60BON 1",0.532,0.185258765296585,73,"1HE07",14,"60BON","2007-04-14 17:28","GOOD",58.04617,-169.67284,69,333,4,"31",112.79017,2007,"Calanus glacialis"
"1007","1HE07 34 2 60BON 1",0.94,0.287801729930226,72,"1HE07",14,"60BON","2007-04-14 21:49","GOOD",58.29517,-170.12784,69,333,4,"34",112.76817,2007,"Calanus glacialis"
"1008","1HE07 38 2 60BON 1",3.4951,0.652739357685513,72,"1HE07",15,"60BON","2007-04-15 05:34","GOOD",58.94983,-170.32733,69,333,4,"38",119.59747,2007,"Calanus glacialis"
"1009","1HE07 7 2 60BON 1",0.4965,0.17507672117621,70,"1HE07",12,"60BON","2007-04-12 11:44","GOOD",56.97517,-163.92366,65,333,4,"7",124.86385,2007,"Calanus glacialis"
"1010","1MF99 24 1 60BON 2",1.7445,0.438463235117634,95,"1MF99",15,"60BON","1999-04-15 22:41","GOOD",56.16167,-165.16721,89,333,4,"24",132.98628,1999,"Calanus glacialis"
"1011","1MF99 25 1 60BON 2",3.0947,0.612222088485382,100,"1MF99",16,"60BON","1999-04-16 00:20","GOOD",56.04533,-165.5537,94,333,4,"25",162.86266,1999,"Calanus glacialis"
"1012","1MF99 42 1 60BON 2",1.6164,0.417704140459928,82,"1MF99",17,"60BON","1999-04-17 19:41","GOOD",56.52433,-164.01601,75,333,4,"42",137.34674,1999,"Calanus glacialis"
"1013","1MF99 43 1 60BON 2",3.3174,0.635222287188855,76,"1MF99",17,"60BON","1999-04-17 20:58","GOOD",56.7275,-163.87399,70,333,4,"43",103.09368,1999,"Calanus glacialis"
"1014","1MF99 44 1 60BON 2",1.3108,0.363762358869375,73,"1MF99",17,"60BON","1999-04-17 23:02","GOOD",56.87433,-164.054,68,333,4,"44",104.52239,1999,"Calanus glacialis"
"1015","1MF99 45 1 60BON 2",1.5791,0.411468181457918,70,"1MF99",18,"60BON","1999-04-18 00:34","GOOD",57.0175,-164.21401,65,333,4,"45",133.62102,1999,"Calanus glacialis"
"1016","1OM06 10 1 60BON 2",2.0279,0.481141527972904,71,"1OM06",23,"60BON","2006-06-23 11:40","GOOD",56.99833,-167.006,61,333,6,"10",95.98917,2006,"Calanus glacialis"
"1017","1OM06 15 2 60BON 2",68.6877,1.84315613113215,102,"1OM06",24,"60BON","2006-06-24 09:58","GOOD",56.49567,-168.993,90,333,6,"15",179.51769,2006,"Calanus glacialis"
"1018","1OM06 4 1 60BON 2",5.8211,0.833854416505176,85,"1OM06",22,"60BON","2006-06-22 11:25","GOOD",56.5165,-165.99617,75,333,6,"4",125.3367,2006,"Calanus glacialis"
"1019","1OM06 5 2 60BON 2",2.4644,0.539628029928345,71,"1OM06",22,"60BON","2006-06-22 15:00","GOOD",56.99917,-165.9855,60,333,6,"5",90.48685,2006,"Calanus glacialis"
"1020","1OM06 6 1 60BON 2",0.4837,0.171346096687177,63,"1OM06",22,"60BON","2006-06-22 18:10","GOOD",57.50067,-165.99916,55,333,6,"6",101.30842,2006,"Calanus glacialis"
"1021","1OM06 8 1 60BON 2",0.5508,0.190555792335172,70,"1OM06",23,"60BON","2006-06-23 03:47","GOOD",57.4985,-166.98767,60,333,6,"8",94.40633,2006,"Calanus glacialis"
"1022","1OM06 9 2 60BON 2",0.5666,0.194958122206588,68,"1OM06",23,"60BON","2006-06-23 07:30","GOOD",57.494,-167.99167,60,333,6,"9",68.82481,2006,"Calanus glacialis"
"1023","1TT06 100 2 60BON 1",0.0577,0.0243625043532822,67,"1TT06",9,"60BON","2006-05-09 03:56","GOOD",58.0015,-167.35133,57,333,5,"100",103.87132,2006,"Calanus glacialis"
"1024","1TT06 101 2 60BON 1",0.0671,0.0282051199054427,69,"1TT06",9,"60BON","2006-05-09 05:30","GOOD",57.86983,-167.54083,61,333,5,"101",104.33919,2006,"Calanus glacialis"
"1025","1TT06 102 2 60BON 1",0.0927,0.0385009430766743,69,"1TT06",9,"60BON","2006-05-09 07:01","GOOD",57.73717,-167.67133,61,333,5,"102",107.9371,2006,"Calanus glacialis"
"1026","1TT06 103 2 60BON 1",0.2027,0.0801573109701841,71,"1TT06",9,"60BON","2006-05-09 08:40","GOOD",57.6065,-167.83983,62,333,5,"103",103.61045,2006,"Calanus glacialis"
"1027","1TT06 104 2 60BON 1",0.2186,0.0858611737884503,73,"1TT06",9,"60BON","2006-05-09 10:28","GOOD",57.451,-168.00284,64,333,5,"104",114.38355,2006,"Calanus glacialis"
"1028","1TT06 105 2 60BON 1",0.7552,0.244326610230636,76,"1TT06",9,"60BON","2006-05-09 12:11","GOOD",57.31816,-168.16901,67,333,5,"105",95.33943,2006,"Calanus glacialis"
"1029","1TT06 106 2 60BON 1",2.3556,0.525770185724525,80,"1TT06",9,"60BON","2006-05-09 14:45","GOOD",57.101,-168.34967,71,333,5,"106",106.08705,2006,"Calanus glacialis"
"1030","1TT06 107 2 60BON 1",3.0631,0.608857511205011,100,"1TT06",9,"60BON","2006-05-09 17:13","GOOD",56.8295,-168.52966,91,333,5,"107",152.68778,2006,"Calanus glacialis"
"1031","1TT06 13 2 60BON 1",0.7262,0.23709111227397,70,"1TT06",18,"60BON","2006-04-18 23:00","GOOD",57.65317,-169.02234,59,333,4,"13",93.63932,2006,"Calanus glacialis"
"1032","1TT06 17 2 60BON 1",0.0843,0.0351494577734629,70,"1TT06",19,"60BON","2006-04-19 16:49","GOOD",58.26,-168.7665,59,333,4,"17",83.03542,2006,"Calanus glacialis"
"1033","1TT06 2 2 60BON 1",0.5141,0.180154559453348,72,"1TT06",15,"60BON","2006-04-15 22:49","GOOD",56.89933,-164.04401,62,333,4,"2",110.87624,2006,"Calanus glacialis"
"1034","1TT06 25 2 60BON 1",0.3497,0.130237247885229,74,"1TT06",21,"60BON","2006-04-21 16:17","GOOD",57.86967,-169.93716,61,333,4,"25",128.68907,2006,"Calanus glacialis"
"1035","1TT06 26 2 60BON 1",0.0737,0.0308829531096668,72,"1TT06",21,"60BON","2006-04-21 21:42","GOOD",57.935,-168.47333,62,333,4,"26",94.92706,2006,"Calanus glacialis"
"1036","1TT06 27 2 60BON 1",0.0991,0.0410372078670284,71,"1TT06",21,"60BON","2006-04-21 23:38","GOOD",58.102,-168.47084,61,333,4,"27",131.17296,2006,"Calanus glacialis"
"1037","1TT06 28 2 60BON 1",0.1189,0.0487912738484097,68,"1TT06",22,"60BON","2006-04-22 02:06","GOOD",58.2735,-168.51199,59,333,4,"28",100.8928,2006,"Calanus glacialis"
"1038","1TT06 29 2 60BON 1",0.8729,0.272514589650952,70,"1TT06",22,"60BON","2006-04-22 16:24","GOOD",58.59333,-170.0195,60,333,4,"29",116.86105,2006,"Calanus glacialis"
"1039","1TT06 31 2 60BON 1",0.177,0.0707764628434347,76,"1TT06",23,"60BON","2006-04-23 03:34","GOOD",58.39417,-170.39467,68,333,4,"31",118.62878,2006,"Calanus glacialis"
"1040","1TT06 33 2 60BON 2",0.2411,0.0938067756151747,77,"1TT06",23,"60BON","2006-04-23 08:37","GOOD",58.21883,-170.036,68,333,4,"33",132.71468,2006,"Calanus glacialis"
"1041","1TT06 35 2 60BON 1",0.2907,0.110825310054965,77,"1TT06",23,"60BON","2006-04-23 12:02","GOOD",58.053,-170.33434,67,333,4,"35",137.58717,2006,"Calanus glacialis"
"1042","1TT06 38 1 60BON 1",0.1745,0.0698530211136247,76,"1TT06",23,"60BON","2006-04-23 17:44","GOOD",58.20083,-170.31351,66,333,4,"38",131.83032,2006,"Calanus glacialis"
"1043","1TT06 39 2 60BON 1",0.4384,0.157879674389154,86,"1TT06",24,"60BON","2006-04-24 00:49","GOOD",58.4435,-171.06101,76,333,4,"39",127.74583,2006,"Calanus glacialis"
"1044","1TT06 40 2 60BON 1",0.7673,0.247310277455656,92,"1TT06",24,"60BON","2006-04-24 05:14","GOOD",58.4045,-171.30917,83,333,4,"40",140.76653,2006,"Calanus glacialis"
"1045","1TT06 42 2 60BON 1",0.4256,0.1539976866928,96,"1TT06",24,"60BON","2006-04-24 08:30","GOOD",58.2975,-171.47316,87,333,4,"42",136.28436,2006,"Calanus glacialis"
"1046","1TT06 43 2 60BON 1",0.3721,0.13738576433397,98,"1TT06",24,"60BON","2006-04-24 10:22","GOOD",58.22833,-171.564,90,333,4,"43",185.44295,2006,"Calanus glacialis"
"1047","1TT06 44 2 60BON 1",0.8307,0.262617181538574,100,"1TT06",24,"60BON","2006-04-24 12:14","GOOD",58.16333,-171.67084,92,333,4,"44",170.9505,2006,"Calanus glacialis"
"1048","1TT06 45 2 60BON 1",0.5325,0.185400483190453,102,"1TT06",24,"60BON","2006-04-24 14:07","GOOD",58.09933,-171.76666,93,333,4,"45",153.98692,2006,"Calanus glacialis"
"1049","1TT06 47 2 60BON 1",1.0491,0.311563153319913,85,"1TT06",24,"60BON","2006-04-24 18:55","GOOD",58.39267,-171.0125,75,333,4,"47",148.69359,2006,"Calanus glacialis"
"1050","1TT06 52 2 60BON 1",0.6343,0.213331780706593,94,"1TT06",27,"60BON","2006-04-27 16:20","GOOD",58.688,-171.70383,84,333,4,"52",170.27502,2006,"Calanus glacialis"
"1051","1TT06 54 2 60BON 2",0.4662,0.166193215170067,90,"1TT06",28,"60BON","2006-04-28 00:55","GOOD",58.57917,-171.34166,80,333,4,"54",158.74912,2006,"Calanus glacialis"
"1052","1TT06 56 2 60BON 1",0.4022,0.146809962775871,100,"1TT06",28,"60BON","2006-04-28 07:48","GOOD",58.46733,-171.76016,92,333,4,"56",179.01366,2006,"Calanus glacialis"
"1053","1TT06 57 2 60BON 1",0.5552,0.191786247582199,102,"1TT06",28,"60BON","2006-04-28 09:41","GOOD",58.3645,-171.96617,92,333,4,"57",165.71849,2006,"Calanus glacialis"
"1054","1TT06 58 2 60BON 1",0.5733,0.196811542662677,105,"1TT06",28,"60BON","2006-04-28 11:35","GOOD",58.2655,-172.16884,96,333,4,"58",149.9899,2006,"Calanus glacialis"
"1055","1TT06 7 2 60BON 1",0.1005,0.0415900468893668,55,"1TT06",17,"60BON","2006-04-17 02:21","GOOD",57.51534,-164.25301,43,333,4,"7",109.4604,2006,"Calanus glacialis"
"1056","1TT06 8 2 60BON 1",0.149,0.0603200286882852,66,"1TT06",17,"60BON","2006-04-17 05:36","GOOD",57.349,-164.24899,54,333,4,"8",114.09073,2006,"Calanus glacialis"
"1057","1TT06 9 2 60BON 1",0.2465,0.0956922828397922,70,"1TT06",17,"60BON","2006-04-17 09:05","GOOD",57.17933,-164.24899,60,333,4,"9",97.40667,2006,"Calanus glacialis"
"1058","1TT06 91 5 60BON 1",0.1228,0.0503024039624015,72,"1TT06",7,"60BON","2006-05-07 23:17","GOOD",58.0575,-168.73016,63,333,5,"91",89.67205,2006,"Calanus glacialis"
"1059","1TT06 92 2 60BON 1",0.2362,0.0920887392558066,73,"1TT06",8,"60BON","2006-05-08 01:17","GOOD",57.9105,-168.88667,64,333,5,"92",101.61185,2006,"Calanus glacialis"
"1060","1TT06 93 2 60BON 1",0.4624,0.165066178389756,67,"1TT06",8,"60BON","2006-05-08 03:11","GOOD",57.7685,-169.0455,57,333,5,"93",92.99815,2006,"Calanus glacialis"
"1061","1TT06 95 2 60BON 1",0.291,0.11092624226642,73,"1TT06",8,"60BON","2006-05-08 07:37","GOOD",57.47633,-169.3495,64,333,5,"95",85.875,2006,"Calanus glacialis"
"1062","2AK11 9 2 60BON 1",169.5136,2.23175902361827,93,"2AK11",25,"60BON","2011-06-25 00:14","GOOD",55.70833,-164.60167,93,333,6,"9",130.63252,2011,"Calanus glacialis"
"1063","2AR07 2 1 60BON 1",17.6674,1.27108383352034,70,"2AR07",26,"60BON","2007-06-26 04:01","GOOD",56.97183,-165.87367,65,333,6,"2",108.67484,2007,"Calanus glacialis"
"1064","2AR07 5 2 60BON 1",27.0782,1.44836926317558,65,"2AR07",29,"60BON","2007-06-29 02:25","GOOD",57.64883,-167.12917,60,333,6,"5",92.76852,2007,"Calanus glacialis"
"1065","2AR08 2 1 60BON 1",83.4164,1.92642682740294,70,"2AR08",21,"60BON","2008-06-21 02:42","GOOD",57.03167,-167.10916,58,333,6,"2",70.20204,2008,"Calanus glacialis"
"1066","2AR08 7 1 60BON 1",244.0513,2.38925701079204,69,"2AR08",27,"60BON","2008-06-27 01:49","GOOD",57.47217,-169.39549,64,333,6,"7",105.15822,2008,"Calanus glacialis"
"1067","2AR08 8 1 60BON 1",820.7145,2.91472095061537,69,"2AR08",29,"60BON","2008-06-29 02:01","GOOD",57.67833,-170.198,63,333,6,"8",105.43007,2008,"Calanus glacialis"
"1068","2AR09 11 2 60BON 1",237.6592,2.37777818050918,77,"2AR09",21,"60BON","2009-06-21 05:48","GOOD",57.02433,-168.31751,75,333,6,"11",92.36754,2009,"Calanus glacialis"
"1069","2AR09 15 2 60BON 1",36.2177,1.57074953085353,66,"2AR09",25,"60BON","2009-06-25 00:50","GOOD",58.308,-169.742,59,333,6,"15",104.03762,2009,"Calanus glacialis"
"1070","2AR09 18 2 60BON 1",1649.3002,3.21756295230161,84,"2AR09",29,"60BON","2009-06-29 02:13","GOOD",58.02417,-170.99001,80,333,6,"18",130.22736,2009,"Calanus glacialis"
"1071","2AR09 19 2 60BON 1",1429.6232,3.15552526359271,93,"2AR09",30,"60BON","2009-06-30 03:55","GOOD",58.30317,-171.65401,90,333,6,"19",171.36824,2009,"Calanus glacialis"
"1072","2DY08 2 2 60BON 1",0.5813,0.19901427093462,76,"2DY08",7,"60BON","2008-05-07 15:00","GOOD",56.66783,-163.86183,68,333,5,"2",103.23759,2008,"Calanus glacialis"
"1073","2DY08 3 2 60BON 1",1.7042,0.432038808454621,76,"2DY08",7,"60BON","2008-05-07 17:39","GOOD",56.7673,-164.3398,72,333,5,"3",107.37773,2008,"Calanus glacialis"
"1074","2DY08 4 2 60BON 1",0.4439,0.159537116397021,71,"2DY08",7,"60BON","2008-05-07 20:35","GOOD",56.943,-163.8325,60,333,5,"4",112.64758,2008,"Calanus glacialis"
"1075","2DY08 5 1 60BON 1",0.5413,0.187887178409548,70,"2DY08",7,"60BON","2008-05-07 22:00","GOOD",57.01767,-164.21783,64,333,5,"5",127.4415,2008,"Calanus glacialis"
"1076","2DY08 6 7 60BON 1",2.0791,0.488423793723904,73,"2DY08",8,"60BON","2008-05-08 22:40","GOOD",57.86067,-168.87717,66,333,5,"6",64.93178,2008,"Calanus glacialis"
"1077","2DY08 7 3 60BON 1",0.9806,0.296796774713955,71,"2DY08",9,"60BON","2008-05-09 03:35","GOOD",57.88533,-168.98283,60,333,5,"7",74.44256,2008,"Calanus glacialis"
"1078","2DY09 19 2 60BON 1",9.0928,1.00401166731279,71,"2DY09",30,"60BON","2009-04-30 06:35","GOOD",56.94733,-163.8295,61,333,4,"19",119.21572,2009,"Calanus glacialis"
"1079","2DY09 20 2 60BON 1",5.5364,0.815338621320757,70,"2DY09",30,"60BON","2009-04-30 08:39","GOOD",57.019,-164.21567,63,333,4,"20",135.83075,2009,"Calanus glacialis"
"1080","2DY09 21 2 60BON 2",16.5696,1.24476187420046,75,"2DY09",30,"60BON","2009-04-30 10:50","GOOD",56.774,-164.32401,69,333,4,"21",152.08542,2009,"Calanus glacialis"
"1081","2DY09 22 2 60BON 1",7.6669,0.937863785637502,76,"2DY09",30,"60BON","2009-04-30 12:59","GOOD",56.66667,-163.86951,69,333,4,"22",145.95255,2009,"Calanus glacialis"
"1082","2DY09 23 1 60BON 1",9.3818,1.01627265816516,73,"2DY09",30,"60BON","2009-04-30 14:27","GOOD",56.8635,-164.06084,68,333,4,"23",136.43321,2009,"Calanus glacialis"
"1083","2DY09 26 2 60BON 1",6.0256,0.846683419760313,72,"2DY09",2,"60BON","2009-05-02 09:18","GOOD",57.77934,-168.45799,66,333,5,"26",148.03343,2009,"Calanus glacialis"
"1084","2DY09 27 2 60BON 1",3.8196,0.683010995707446,70,"2DY09",2,"60BON","2009-05-02 12:06","GOOD",57.66183,-168.99451,62,333,5,"27",161.27377,2009,"Calanus glacialis"
"1085","2DY09 28 2 60BON 1",8.3816,0.972276912143853,68,"2DY09",2,"60BON","2009-05-02 14:23","GOOD",57.9255,-169.31667,58,333,5,"28",134.1026,2009,"Calanus glacialis"
"1086","2DY09 29 2 60BON 1",1.1572,0.333890411616125,71,"2DY09",2,"60BON","2009-05-02 17:10","GOOD",58.06617,-168.72267,61,333,5,"29",114.93095,2009,"Calanus glacialis"
"1087","2DY09 30 9 60BON 1",2.3595,0.526274645425754,72,"2DY09",3,"60BON","2009-05-03 03:25","GOOD",57.859,-168.88316,66,333,5,"30",131.37839,2009,"Calanus glacialis"
"1088","2DY10 39 3 60BON 1",71.2848,1.85904698373807,95,"2DY10",10,"60BON","2010-05-10 00:30","GOOD",55.8495,-164.35916,86,333,5,"39",113.1236,2010,"Calanus glacialis"
"1089","2DY10 40 3 60BON 1",58.3068,1.77310449156268,93,"2DY10",10,"60BON","2010-05-10 02:20","GOOD",55.962,-163.974,84,333,5,"40",128.97299,2010,"Calanus glacialis"
"1090","2DY10 41 2 60BON 1",102.1346,2.01340438854445,90,"2DY10",10,"60BON","2010-05-10 04:20","GOOD",56.1845,-164.19333,82,333,5,"41",104.95961,2010,"Calanus glacialis"
"1091","2DY10 42 2 60BON 1",93.179,1.97395407475835,93,"2DY10",10,"60BON","2010-05-10 06:06","GOOD",56.06883,-164.56934,85,333,5,"42",121.57242,2010,"Calanus glacialis"
"1092","2DY10 43 2 60BON 1",69.1135,1.84580164722524,96,"2DY10",10,"60BON","2010-05-10 08:01","GOOD",55.9435,-164.96283,89,333,5,"43",128.25288,2010,"Calanus glacialis"
"1093","2DY10 44 2 60BON 1",71.2594,1.85889435111837,98,"2DY10",10,"60BON","2010-05-10 10:13","GOOD",55.725,-164.74733,90,333,5,"44",118.10365,2010,"Calanus glacialis"
"1094","2DY10 60 2 60BON 1",34.6147,1.55162929042162,77,"2DY10",12,"60BON","2010-05-12 01:54","GOOD",56.66317,-163.86316,68,333,5,"60",117.63802,2010,"Calanus glacialis"
"1095","2DY10 61 3 60BON 1",21.1896,1.34614947350923,71,"2DY10",12,"60BON","2010-05-12 04:37","GOOD",56.94233,-163.82983,61,333,5,"61",71.16711,2010,"Calanus glacialis"
"1096","2DY10 62 3 60BON 1",22.1423,1.36440651916499,70,"2DY10",12,"60BON","2010-05-12 06:45","GOOD",57.019,-164.21167,62,333,5,"62",67.83376,2010,"Calanus glacialis"
"1097","2DY10 63 3 60BON 1",112.3045,2.05424715863974,75,"2DY10",12,"60BON","2010-05-12 08:57","GOOD",56.76567,-164.33116,68,333,5,"63",62.34992,2010,"Calanus glacialis"
"1098","2DY12 100 1 20BON 1",12.6044,1.1336793926843,60,"2DY12",23,"20BON","2012-05-23 23:31","GOOD",56.817,-160.2212,52,153,5,"100",8.96511,2012,"Calanus glacialis"
"1099","2DY12 103 1 20BON 1",31.3862,1.51035999352278,67,"2DY12",24,"20BON","2012-05-24 03:50","GOOD",56.69767,-160.6223,58,153,5,"103",10.323,2012,"Calanus glacialis"
"1100","2DY12 104 1 20BON 2",28.0923,1.46377805737021,71,"2DY12",24,"20BON","2012-05-24 05:36","GOOD",56.919,-160.8393,62,153,5,"104",7.40418,2012,"Calanus glacialis"
"1101","2DY12 105 1 20BON 1",15.4269,1.2155556133486,67,"2DY12",24,"20BON","2012-05-24 07:41","GOOD",57.22967,-160.6552,57,153,5,"105",9.13985,2012,"Calanus glacialis"
"1102","2DY12 106 1 20BON 1",7.7917,0.944072860197114,62,"2DY12",24,"20BON","2012-05-24 11:13","GOOD",57.477,-160.8837,53,153,5,"106",8.21388,2012,"Calanus glacialis"
"1103","2DY12 107 1 20BON 1",10.4647,1.0593626949099,63,"2DY12",24,"20BON","2012-05-24 12:48","GOOD",57.35917,-161.2852,53,153,5,"107",6.5936,2012,"Calanus glacialis"
"1104","2DY12 108 1 20BON 1",12.1509,1.11895547538537,54,"2DY12",24,"20BON","2012-05-24 14:13","GOOD",57.23983,-161.669,43,153,5,"108",8.72361,2012,"Calanus glacialis"
"1105","2DY12 109 1 20BON 1",15.5535,1.21888983315591,58,"2DY12",24,"20BON","2012-05-24 15:39","GOOD",57.12083,-162.0682,47,153,5,"109",7.84391,2012,"Calanus glacialis"
"1106","2DY12 110 2 20BON 1",14.4274,1.18829274001017,63,"2DY12",24,"20BON","2012-05-24 17:34","GOOD",57.00017,-162.4698,53,153,5,"110",7.06986,2012,"Calanus glacialis"
"1107","2DY12 111 1 20BON 1",49.7783,1.70567815709348,66,"2DY12",24,"20BON","2012-05-24 19:01","GOOD",56.88467,-162.8507,56,153,5,"111",14.94625,2012,"Calanus glacialis"
"1108","2DY12 112 1 20BON 1",16.2364,1.23644656407594,61,"2DY12",24,"20BON","2012-05-24 20:29","GOOD",57.1025,-163.0677,52,153,5,"112",7.08285,2012,"Calanus glacialis"
"1109","2DY12 113 2 20BON 1",24.9519,1.41416915907499,67,"2DY12",24,"20BON","2012-05-24 22:20","GOOD",56.98033,-163.4605,58,153,5,"113",12.82469,2012,"Calanus glacialis"
"1110","2DY12 114 1 20BON 1",82.7553,1.92301229854978,77,"2DY12",25,"20BON","2012-05-25 03:27","GOOD",56.727,-165.2222,68,153,5,"114",9.57039,2012,"Calanus glacialis"
"1111","2DY12 115 1 20BON 1",145.9228,2.1670891963746,77,"2DY12",25,"20BON","2012-05-25 05:54","GOOD",56.82767,-165.8208,67,153,5,"115",11.45811,2012,"Calanus glacialis"
"1112","2DY12 116 1 20BON 1",70.1308,1.85205769318585,74,"2DY12",25,"20BON","2012-05-25 07:23","GOOD",57.04633,-166.0343,66,153,5,"116",14.20203,2012,"Calanus glacialis"
"1113","2DY12 117 1 20BON 1",126.3669,2.10505657858732,76,"2DY12",25,"20BON","2012-05-25 08:56","GOOD",56.927,-166.4162,65,153,5,"117",13.991,2012,"Calanus glacialis"
"1114","2DY12 118 1 20BON 1",45.1318,1.664000400518,82,"2DY12",25,"20BON","2012-05-25 10:27","GOOD",56.80667,-166.7952,72,153,5,"118",13.91476,2012,"Calanus glacialis"
"1115","2DY12 119 1 20BON 1",603.8647,2.78165823975194,98,"2DY12",25,"20BON","2012-05-25 11:56","GOOD",56.68733,-167.1817,88,153,5,"119",16.16256,2012,"Calanus glacialis"
"1116","2DY12 120 1 20BON 1",98.0627,1.99591016070601,80,"2DY12",25,"20BON","2012-05-25 13:31","GOOD",56.907,-167.394,70,153,5,"120",13.7055,2012,"Calanus glacialis"
"1117","2DY12 121 1 20BON 1",131.7529,2.12304401706229,76,"2DY12",25,"20BON","2012-05-25 15:07","GOOD",57.12567,-167.612,65,153,5,"121",12.02251,2012,"Calanus glacialis"
"1118","2DY12 122 2 20BON 1",29.3899,1.48272927100723,75,"2DY12",25,"20BON","2012-05-25 17:05","GOOD",57.3485,-167.8433,64,153,5,"122",14.42671,2012,"Calanus glacialis"
"1119","2DY12 123 1 20BON 1",119.7373,2.08184145967207,77,"2DY12",25,"20BON","2012-05-25 18:33","GOOD",57.22717,-168.208,67,153,5,"123",13.29577,2012,"Calanus glacialis"
